ID,SMOOTHED_AMPLITUDE_mean,SMOOTHED_AMPLITUDE_std,SMOOTHED_AMPLITUDE_max,VELOCITY_mean,VELOCITY_std,VELOCITY_max,ACCELERATION_mean,ACCELERATION_std,ACCELERATION_max,DISTANCE_ANG_mean,DISTANCE_ANG_std,FREQUENCY_mean,FREQUENCY_std,FREQUENCY_count,INTERVAL_STD,INTERVAL_CV
CONTROL105_IZDA_aug0_031,0.2748629905699861,0.11035434156626732,0.5817057222137548,0.0052243952282592186,1.315353531122823,2.1585988236148466,0.006572279546328241,1.3128684879821995,2.1585988236148466,0.16587221291140283,0.10004816230840352,0.27939437968041514,0.7183758735004832,150,0.10390101066586885,0.19053410647860602
CONTROL106_DCHA,0.5167122214017786,0.24989975102365775,0.9968512014284356,-0.023396494459951202,3.184147256468359,4.398412535137764,-0.023396494459951202,3.184147256468359,4.398412535137764,0.347288634980278,0.304803457920167,0.2740221718322346,0.7277814791074003,150,0.12511452561682823,0.1963126334024763
CONTROL106_IZDA,0.6810343842025012,0.27708372338393633,1.1755845082384784,-0.033375663786767346,3.630947891965075,6.1291358743110935,-0.033375663786767346,3.630947891965075,6.1291358743110935,0.4849307633615042,0.34832652553196397,0.289040934685301,0.7408216904490293,150,0.1222551773674742,0.22087865897095293
CONTROL106_IZDA_aug0_023,0.6810343842025013,0.18715911781331587,1.0167636869278285,-0.030640397581513643,2.347686637801231,3.5239633005725257,-0.030640397581513643,2.347686637801231,3.5239633005725257,0.4849307633615042,0.22847613012719833,0.289040934685301,0.7150188916213269,150,0.1233832767241205,0.2229167982011065
CONTROL107_DCHA,0.5800725352050663,0.2861693743568683,1.0374414162268524,-0.050527647134275225,3.7415788022225587,4.856602033772238,-0.050527647134275225,3.7415788022225587,4.856602033772238,0.43595432078579627,0.3472735312079551,0.2949987501303998,0.7585825424579471,150,0.09121447582497164,0.17998289059763461
CONTROL107_DCHA_aug0_015,0.5807464223021938,0.23689969883797252,1.0086728009420916,-0.04888305556671744,2.9985243160296107,4.264505380248467,-0.05287730398870526,3.002953979907657,4.264505380248467,0.43440924932067665,0.2813381226082306,0.294575932012187,0.7394784714772171,150,0.09121447582497164,0.17998289059763461
CONTROL107_IZDA,0.6624751403819851,0.25655458771965417,1.090630772139212,-0.031296621663735834,3.3156093163807063,4.4936762483778745,-0.031296621663735834,3.3156093163807063,4.4936762483778745,0.4950349249266035,0.3319710217170711,0.300483349154113,0.7791701459408652,150,0.024914140380746585,0.056691778587483935
CONTROL108_DCHA,0.4022821617444069,0.2220032744645401,0.8259980498265905,-0.006589588902953467,2.1547415816741196,3.60814850961082,-0.006589588902953467,2.1547415816741196,3.60814850961082,0.17319113744815814,0.12960442337597933,0.14674790248665787,0.4582067810863012,149,0.13348889926680124,0.3178568951508062
CONTROL108_DCHA_aug0_006,0.400205082096658,0.21952477635115455,0.8588631121639672,-0.0034320778196934494,2.119993477491158,3.052118557589526,0.002961748658954942,2.1173302157962537,3.052118557589526,0.1691400956975516,0.14444030918164052,0.143917211368365,0.45983773166135805,149,0.09976194917321168,0.24208937695815175
CONTROL108_DCHA_aug0_022,0.4023636745297916,0.2210303547191345,0.8963546462021621,0.0014409721413750909,2.1177344357726406,2.9924437650363216,-0.0009769200554652325,2.116649450803427,2.9924437650363216,0.17526134148185216,0.13750706095788548,0.15165499553646059,0.4603547477101642,149,0.11617400249335161,0.27191900017987
CONTROL108_IZDA,0.4219992441204314,0.22275660596769206,0.8246999486846014,-0.053056258784335154,1.9920088228564572,3.1875058440805524,-0.053056258784335154,1.9920088228564572,3.1875058440805524,0.26809126077784623,0.17845740449004724,0.14186868686868687,0.44795975417660255,150,0.12211782836127201,0.28580768339872176
CONTROL109_DCHA,0.3089906544709252,0.13986145375602044,0.5226624220638888,-0.024457379154233978,1.3066814262612492,2.276848266197748,-0.024457379154233978,1.3066814262612492,2.276848266197748,0.19388727524631177,0.11531562214496092,0.19345238095238096,0.5633406758734442,150,0.12686114456365277,0.22892236612989972
CONTROL109_IZDA,0.30545657978918545,0.1151332991859218,0.471239570724571,-0.012725763787760842,0.9892568884184791,1.9386758936687447,-0.012725763787760842,0.9892568884184791,1.9386758936687447,0.18237663795652329,0.09868602300937336,0.20767041635661457,0.589894855084983,150,0.11629941669819369,0.24557177146708037
CONTROL10_DCHA,0.6051158077976118,0.3133438835383372,1.0641340191426305,-0.02462529952976289,2.4424803539118756,4.596734937258387,-0.02462529952976289,2.4424803539118756,4.596734937258387,0.4323534949576907,0.3399420768436657,0.18581775899737862,0.612868570229323,145,0.11831779701861357,0.22368303482428017
CONTROL10_IZDA,0.46200153150987905,0.1967556834479386,0.7068710643409734,-0.01624288185955069,1.3830130269019485,2.577648031540247,-0.01624288185955069,1.3830130269019485,2.577648031540247,0.20375403118227856,0.1364289092142114,0.08540565540624652,0.35528426969520727,149,0.0925447126405579,0.1881202406495759
CONTROL110_DCHA,0.3972662350248266,0.22240555667856676,0.7060484308861854,-0.06273327534289053,1.7710909527587833,3.011438532933868,-0.06273327534289053,1.7710909527587833,3.011438532933868,0.26335946836457885,0.17102925720218476,0.09481579301769223,0.33891071295233044,150,0.025743964471304347,0.06629126073623864
CONTROL110_IZDA,0.4633519593398064,0.24385475291425923,0.7373560426992979,-0.05608788558680428,1.7457199211701164,3.1584676700364938,-0.05608788558680428,1.7457199211701164,3.1584676700364938,0.3129172642869799,0.19861138183104107,0.07456037067508887,0.28199692192815096,150,0.0520506475885392,0.1148566128809803
CONTROL11_DCHA,0.44596306784247114,0.2991735784579317,0.8360399280632165,0.005808997610693278,2.068158943541782,3.832519558801793,0.005808997610693278,2.068158943541782,3.832519558801793,0.30835148953356356,0.2460045529964429,0.11677188125757039,0.43711502968180005,150,0.053312800435018994,0.11267605633802807
CONTROL11_DCHA_aug1_001,0.4421552582464061,0.30246343279088783,0.9087241896232928,0.006693951244035706,2.0585164996190333,3.690096887612881,0.010845759216594803,2.0691561386191166,3.690096887612881,0.3152568779133014,0.2519412600301401,0.11515170046305516,0.4380690000374185,150,0.06630695833727031,0.14013907564881964
CONTROL11_IZDA,0.6178595407706416,0.3813784453568827,1.139208634051171,-0.04706079881515347,2.892536148608652,5.247241248132309,-0.04706079881515347,2.892536148608652,5.247241248132309,0.41255509613295654,0.31550265143488515,0.13319038964383825,0.4675123101390328,150,0.03316702701663531,0.0771440221838262
CONTROL12_DCHA,0.29612225975583084,0.1467215672754716,0.5142080206185655,0.0006556370950216439,1.47153040795458,2.1121986771984447,0.0006556370950216439,1.47153040795458,2.1121986771984447,0.17296213545617653,0.12027751820461853,0.16521721497009206,0.4986212091854491,150,0.17805803551652002,0.331706866594336
CONTROL12_IZDA,0.37178554701198363,0.1720861864225416,0.6919547259845823,-0.028630251167198473,1.8974446580195532,4.1285235266643046,-0.028630251167198473,1.8974446580195532,4.1285235266643046,0.2359378237570174,0.14604168086974653,0.19438263839329495,0.5671117119210626,150,0.1331579718103606,0.21052631578947367
CONTROL13_DCHA,0.3136757906003502,0.08631569187944318,0.5160332435009926,-0.011246121021327155,1.5904510500046996,2.927135331785578,-0.011246121021327155,1.5904510500046996,2.927135331785578,0.17396501745549497,0.15547731138003934,0.2517976542137663,0.7210823896088508,150,0.12172404188014935,0.2510974687541759
CONTROL13_DCHA_aug0_004,0.3136757906003502,0.04087073812999429,0.4370322707418165,-0.009568520254882711,0.6102902634589623,1.3636986880030713,-0.009568520254882711,0.6102902634589623,1.3636986880030713,0.17396501745549495,0.0618719239345877,0.2396151789147837,0.619094781733584,150,0.12172404188014935,0.2510974687541759
CONTROL13_DCHA_aug0_024,0.3136757906003502,0.04087073812999429,0.4370322707418165,-0.009568520254882711,0.6102902634589623,1.3636986880030713,-0.009568520254882711,0.6102902634589623,1.3636986880030713,0.17396501745549495,0.0618719239345877,0.2396151789147837,0.619094781733584,150,0.12172404188014935,0.2510974687541759
CONTROL13_IZDA,0.3013351165012417,0.1085503329315791,0.5131010172289757,-0.008004796464461903,1.8542928525115228,2.9580813833193,-0.008004796464461903,1.8542928525115228,2.9580813833193,0.19259345514786408,0.13652876349822338,0.46259699727299314,1.0547961689444207,150,0.07551431100390377,0.18338182225499877
CONTROL14_DCHA,0.30834526241182414,0.2105992514848624,0.6626687062480048,-0.0034771862652272388,1.9881141281425563,3.1438453208678125,-0.0034771862652272388,1.9881141281425563,3.1438453208678125,0.19790125329806135,0.17336895824578932,0.14457015757692396,0.4547700406744981,150,0.18456578859932168,0.429446170060916
CONTROL14_DCHA_aug0_002,0.31469143721649595,0.21388646895426833,0.7632609186310977,0.0006327320988243168,1.9805321530788538,2.924568983226646,-0.002525265623151808,1.9756393443760505,2.924568983226646,0.2024437575383594,0.18202690831898266,0.14861024286048563,0.4543549149582566,150,0.1512754608207956,0.31926276158910233
CONTROL14_IZDA,0.37437733557934644,0.20379462522606107,0.6957239809455844,-0.0047485099281560595,2.072546538077264,3.215120110432567,-0.0047485099281560595,2.072546538077264,3.215120110432567,0.24198538191060823,0.18090063683664306,0.16492880562229426,0.49557439176483525,149,0.17673733239371522,0.30777913886369984
CONTROL15_DCHA,0.3246511686376507,0.12201878097907985,0.5001884680793561,0.002973776143519005,1.058016795678826,1.6611499378017118,0.002973776143519005,1.058016795678826,1.6611499378017118,0.18817759806136447,0.11975540258443505,0.12693182625641591,0.4192826565643951,150,0.18765539791763747,0.39329150058808726
CONTROL15_IZDA,0.29996963252693126,0.13749248328979052,0.4879125481229407,-0.036343925085372056,1.4043615951895076,2.162671702159003,-0.036343925085372056,1.4043615951895076,2.162671702159003,0.17724372859593476,0.12196046498944497,0.16799965890623456,0.5075660060255964,150,0.09479784724477376,0.1687523814799186
CONTROL15_IZDA_aug0_026,0.3010889568223366,0.14383651775984843,0.5485317341946334,-0.028778568597592903,1.4096406017148502,2.067001228652757,-0.03408751405029685,1.394770365002814,2.067001228652757,0.1812556007691976,0.13411017846210901,0.16433239282091586,0.5062462392696803,150,0.12053815288587912,0.24139512202667174
CONTROL16_DCHA,0.41568272402576995,0.2825784239895225,0.836215647885223,-0.0009777054927557968,1.9967894915810733,3.406976674456994,-0.0009777054927557968,1.9967894915810733,3.406976674456994,0.2733528818754851,0.22055231725539165,0.07381462396728503,0.2775817836001864,150,0.026651590992986383,0.058823529411764816
CONTROL16_IZDA,0.4421643984490379,0.30374552819711836,0.986482366430811,-0.04148833529275827,2.10332286806294,3.783398056500428,-0.04148833529275827,2.10332286806294,3.783398056500428,0.2778128928794267,0.2260356002523013,0.1369861368661756,0.477718930572767,150,0.03263463988350897,0.07099970268936774
CONTROL17_DCHA,0.4036346375026158,0.2151401788790404,0.6702889835933932,-0.009560148840892166,2.0328122168881144,2.916434736800391,-0.009560148840892166,2.0328122168881144,2.916434736800391,0.2543732938527233,0.1856636805714127,0.14711632183778278,0.4683397633877267,150,0.09978125600597677,0.18304700470659235
CONTROL17_IZDA,0.3467191875466056,0.16435506281428552,0.6684703814134618,0.02707338808868125,1.7969259919395253,2.457535705861034,0.02707338808868125,1.7969259919395253,2.457535705861034,0.19941928579724555,0.14660961147508905,0.1684422053254793,0.5120869489430498,150,0.10858524860509974,0.2398456827985308
CONTROL18_DCHA,0.33653168253201077,0.1477691872287224,0.5544317160859716,0.03200255273877983,1.3834607352715973,2.040446670146085,0.03200255273877983,1.3834607352715973,2.040446670146085,0.20136892534730444,0.13634076613913976,0.14135085892339846,0.44397154406828626,150,0.1231682127192982,0.28244274809160297
CONTROL18_DCHA_aug0_021,0.3328752319730937,0.15816787750130723,0.6598822178313002,0.03423372037142042,1.3803616558522298,1.9621337971521584,0.03427898847276772,1.3830681165430694,1.9621337971521584,0.20409940266442025,0.14081721324449095,0.14279168835946937,0.4440752890216728,150,0.15108819247006652,0.3241944490831491
CONTROL18_IZDA,0.30878004017234284,0.15027380519341252,0.5570008654131408,0.007786101735836239,1.740629881082835,2.5669218819495203,0.007786101735836239,1.740629881082835,2.5669218819495203,0.1796173460736151,0.14625810616655796,0.23543113679707556,0.6427099028647362,150,0.08807480281456703,0.16034856430694502
CONTROL19_DCHA,0.25992570548114025,0.13619870346410745,0.4935220495094612,0.013435715992654803,1.6311894664233497,2.250791344802272,0.013435715992654803,1.6311894664233497,2.250791344802272,0.15748397954914717,0.12033035200561672,0.23820790611632597,0.6493561654076715,150,0.09624942071241846,0.16883260593022448
CONTROL20_DCHA,0.33735319046516044,0.1679714060218301,0.6699847977579102,0.023235550260739316,2.080251495793458,2.87433677189999,0.023235550260739316,2.080251495793458,2.87433677189999,0.2080622321441426,0.16748630158194794,0.30053418812533617,0.7782504959072766,149,0.12203663801029432,0.2638787600395299
CONTROL20_IZDA,0.33113184905943294,0.1452288411211135,0.6031418735614461,-0.05193096546730906,1.8629734629276546,2.6559928104563166,-0.05193096546730906,1.8629734629276546,2.6559928104563166,0.20326408987112196,0.14280683326020857,0.3219804966154283,0.816295698547839,145,0.11524118541547602,0.22155811878601983
CONTROL21_DCHA,0.3932337026433319,0.14047100996926828,0.6106514891392888,-0.0008244457012980059,1.77217406072163,2.8262203600631515,-0.0008244457012980059,1.77217406072163,2.8262203600631515,0.23246814526821027,0.15048104913224492,0.2675987505575628,0.7078355917205174,150,0.137263852533081,0.2356060357495805
CONTROL21_DCHA_aug0_016,0.3941121514834526,0.11970842915550313,0.6033859276636457,0.0029018827072146034,1.437911881110109,2.287979657082434,-0.0013950459312278847,1.436206637936279,2.287979657082434,0.23179577169110643,0.12308615885959209,0.2682649666223774,0.6845419263667325,150,0.10170682838454946,0.19500322106195034
CONTROL21_DCHA_aug0_027,0.3932337026433319,0.09778949431907345,0.56350809986887,0.0030743069476986216,1.182194210713139,2.1226954227313533,0.0030743069476986216,1.182194210713139,2.1226954227313533,0.23246814526821022,0.1004620976080299,0.26501448981132325,0.6753259836956467,150,0.12893693811621773,0.2213133340689952
CONTROL21_IZDA,0.39076474715442516,0.11471628740204323,0.563397362336092,-0.00732391431397235,1.5783464127227562,2.38349048106238,-0.00732391431397235,1.5783464127227562,2.38349048106238,0.2363330383628439,0.13869136746152375,0.35471928795500496,0.857672015714083,148,0.03345499251300222,0.07913287890646388
CONTROL21_IZDA_aug0_030,0.3912091817326006,0.09712078878276258,0.567945526094304,-0.008769629685383367,1.2233376681308126,1.8338413059897365,-0.0007497196330760961,1.2276701083802233,1.8523315038298975,0.23678118513968563,0.11064647077417639,0.34433550498214605,0.8117692480790765,148,0.07293246106261371,0.1564921592871906
CONTROL22_DCHA,0.3500182852194937,0.18354639660740601,0.63532171937712,0.02987485997148525,1.6654657144060407,2.5262066226398727,0.02987485997148525,1.6654657144060407,2.5262066226398727,0.2171517415362618,0.15671771745984595,0.12486738871912072,0.40762485103074725,150,0.08845595722001216,0.23437319780160604
CONTROL22_DCHA_aug0_010,0.3500182852194937,0.15256393114094915,0.5955955665192864,0.03184228814208105,1.3550322312353755,1.9427817198884143,0.03184228814208105,1.3550322312353755,1.9427817198884143,0.21715174153626174,0.12833946395568196,0.12486738871912072,0.3871239483996025,150,0.016601325756266175,0.04765250513535221
CONTROL22_IZDA,0.398924670111761,0.1518937776926339,0.612283102278771,0.028175012588993978,1.4921213635990827,2.3035567813060727,0.028175012588993978,1.4921213635990827,2.3035567813060727,0.2239076577319721,0.15137196113297294,0.16180381815873762,0.48847032824848347,150,0.21479489116469852,0.34478136765301404
